epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.1115,0.0797,3.0291,0.1002,0.000100
2,2.9457,0.1598,2.8865,0.1754,0.000100
3,2.7735,0.2327,2.7213,0.2369,0.000100
4,2.5911,0.2764,2.5566,0.2916,0.000100
5,2.3954,0.3405,2.3938,0.3462,0.000100
6,2.1434,0.4188,2.1032,0.4123,0.000030
7,1.8555,0.4966,1.8731,0.4636,0.000030
8,1.6209,0.5767,1.6794,0.5182,0.000030
9,1.4293,0.6314,1.5408,0.5706,0.000030
10,1.2865,0.6879,1.4056,0.5934,0.000030
11,1.1840,0.7077,1.3113,0.6173,0.000030
12,1.0742,0.7525,1.2316,0.6526,0.000030
13,0.9936,0.7840,1.1838,0.6640,0.000030
14,0.9313,0.7984,1.1284,0.6800,0.000029
15,0.8561,0.8390,1.0919,0.6948,0.000029
16,0.8077,0.8626,1.0505,0.7039,0.000029
17,0.7574,0.8732,1.0326,0.7016,0.000029
18,0.7016,0.9036,1.0205,0.7255,0.000029
19,0.6655,0.9203,0.9972,0.7267,0.000029
20,0.6261,0.9347,0.9818,0.7415,0.000029
21,0.5937,0.9499,0.9653,0.7528,0.000029
22,0.5573,0.9605,0.9743,0.7460,0.000029
23,0.5392,0.9708,0.9631,0.7551,0.000028
24,0.5228,0.9746,0.9525,0.7654,0.000028
25,0.4961,0.9810,0.9658,0.7460,0.000028
26,0.4835,0.9806,0.9609,0.7483,0.000028
27,0.4672,0.9875,0.9472,0.7574,0.000028
28,0.4621,0.9913,0.9652,0.7551,0.000028
29,0.4466,0.9947,0.9533,0.7711,0.000027
30,0.4485,0.9913,0.9562,0.7631,0.000027
31,0.4365,0.9924,0.9877,0.7494,0.000027
32,0.4376,0.9935,0.9509,0.7722,0.000027
33,0.4292,0.9943,0.9868,0.7585,0.000027
34,0.4273,0.9935,0.9517,0.7620,0.000026
35,0.4211,0.9966,0.9666,0.7631,0.000026
36,0.4161,0.9962,0.9812,0.7574,0.000026
37,0.4177,0.9943,0.9715,0.7574,0.000026
38,0.4127,0.9958,0.9901,0.7654,0.000026
39,0.4152,0.9943,0.9884,0.7631,0.000025
40,0.4100,0.9970,0.9799,0.7585,0.000025
41,0.4105,0.9966,0.9830,0.7665,0.000025
42,0.4057,0.9958,0.9951,0.7460,0.000025
43,0.4031,0.9981,1.0107,0.7426,0.000024
44,0.4058,0.9970,0.9967,0.7506,0.000024
45,0.4022,0.9973,1.0087,0.7540,0.000024
46,0.4005,0.9977,1.0093,0.7483,0.000024
47,0.3973,0.9985,1.0006,0.7472,0.000023
48,0.4001,0.9970,1.0160,0.7506,0.000023
49,0.3951,0.9977,1.0310,0.7460,0.000023
50,0.3943,0.9981,1.0129,0.7608,0.000023
51,0.3933,0.9989,1.0333,0.7437,0.000022
52,0.3901,0.9992,1.0182,0.7494,0.000022
53,0.3913,0.9989,1.0169,0.7563,0.000022
54,0.3903,0.9996,1.0274,0.7620,0.000021
55,0.3871,0.9996,0.9954,0.7540,0.000021
56,0.3876,0.9981,1.0138,0.7585,0.000021
57,0.3876,1.0000,1.0307,0.7563,0.000021
