epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.1260,0.0763,3.0406,0.1310,0.000100
2,2.9705,0.1503,2.9143,0.1834,0.000100
3,2.8149,0.2103,2.7757,0.2323,0.000100
4,2.6451,0.2642,2.6226,0.2813,0.000100
5,2.4632,0.3151,2.4775,0.3200,0.000100
6,2.2109,0.3910,2.1910,0.4123,0.000030
7,1.9331,0.4784,1.9666,0.4715,0.000030
8,1.7163,0.5573,1.7620,0.5251,0.000030
9,1.5356,0.6006,1.5979,0.5558,0.000030
10,1.3504,0.6632,1.4607,0.5820,0.000030
11,1.2267,0.6932,1.3493,0.6162,0.000030
12,1.1262,0.7289,1.2665,0.6378,0.000030
13,1.0218,0.7692,1.2001,0.6526,0.000030
14,0.9475,0.8030,1.1504,0.6651,0.000029
15,0.8732,0.8254,1.1038,0.6913,0.000029
16,0.8132,0.8595,1.0812,0.7073,0.000029
17,0.7566,0.8785,1.0531,0.7141,0.000029
18,0.7082,0.9043,1.0447,0.7062,0.000029
19,0.6656,0.9218,1.0191,0.7244,0.000029
20,0.6277,0.9355,1.0083,0.7369,0.000029
21,0.5878,0.9468,0.9963,0.7506,0.000029
22,0.5560,0.9586,0.9935,0.7483,0.000029
23,0.5334,0.9651,0.9809,0.7506,0.000028
24,0.5221,0.9655,0.9857,0.7551,0.000028
25,0.4948,0.9776,0.9698,0.7631,0.000028
26,0.4787,0.9822,0.9760,0.7574,0.000028
27,0.4616,0.9890,0.9617,0.7733,0.000028
28,0.4567,0.9890,0.9759,0.7631,0.000028
29,0.4425,0.9928,0.9663,0.7722,0.000027
30,0.4381,0.9928,0.9706,0.7688,0.000027
31,0.4350,0.9916,0.9728,0.7665,0.000027
32,0.4305,0.9951,0.9888,0.7563,0.000027
33,0.4260,0.9935,0.9822,0.7654,0.000027
34,0.4166,0.9962,0.9821,0.7665,0.000026
35,0.4211,0.9947,1.0010,0.7665,0.000026
36,0.4169,0.9951,0.9897,0.7597,0.000026
37,0.4173,0.9939,0.9888,0.7711,0.000026
38,0.4119,0.9958,0.9929,0.7620,0.000026
39,0.4057,0.9985,1.0015,0.7665,0.000025
40,0.4028,0.9970,1.0137,0.7574,0.000025
41,0.4026,0.9992,1.0020,0.7642,0.000025
42,0.4001,0.9981,1.0122,0.7699,0.000025
43,0.3997,0.9966,1.0212,0.7620,0.000024
44,0.4044,0.9951,1.0034,0.7733,0.000024
45,0.3991,0.9981,1.0205,0.7631,0.000024
46,0.4040,0.9932,1.0237,0.7722,0.000024
47,0.4026,0.9951,1.0270,0.7665,0.000023
48,0.3986,0.9977,1.0255,0.7722,0.000023
49,0.3940,0.9977,1.0153,0.7631,0.000023
50,0.3945,0.9981,1.0311,0.7642,0.000023
51,0.3895,0.9989,1.0367,0.7677,0.000022
52,0.3914,0.9981,1.0090,0.7756,0.000022
53,0.3936,0.9966,1.0330,0.7665,0.000022
54,0.3885,0.9996,1.0473,0.7563,0.000021
55,0.3886,0.9989,1.0371,0.7688,0.000021
56,0.3859,0.9989,1.0546,0.7563,0.000021
57,0.3951,0.9966,1.0333,0.7688,0.000021
58,0.3927,0.9970,1.0343,0.7665,0.000020
59,0.3849,0.9996,1.0358,0.7677,0.000020
60,0.3857,0.9970,1.0464,0.7722,0.000020
61,0.3905,0.9970,1.0490,0.7654,0.000019
62,0.3828,0.9989,1.0558,0.7654,0.000019
63,0.3805,1.0000,1.0318,0.7677,0.000019
64,0.3827,0.9996,1.0317,0.7779,0.000018
65,0.3829,0.9985,1.0468,0.7608,0.000018
66,0.3807,0.9989,1.0406,0.7711,0.000018
67,0.3806,0.9989,1.0451,0.7688,0.000018
68,0.3805,0.9989,1.0522,0.7631,0.000017
69,0.3809,0.9985,1.0562,0.7722,0.000017
70,0.3802,0.9992,1.0632,0.7608,0.000017
71,0.3794,0.9989,1.0717,0.7608,0.000016
72,0.3777,1.0000,1.0522,0.7665,0.000016
73,0.3792,0.9992,1.0478,0.7779,0.000016
74,0.3774,1.0000,1.0480,0.7813,0.000015
75,0.3790,0.9985,1.0364,0.7722,0.000015
76,0.3770,0.9992,1.0451,0.7699,0.000015
77,0.3777,0.9985,1.0545,0.7699,0.000014
78,0.3770,0.9989,1.0602,0.7631,0.000014
79,0.3778,0.9989,1.0597,0.7768,0.000014
80,0.3760,0.9989,1.0572,0.7699,0.000013
81,0.3742,0.9996,1.0631,0.7665,0.000013
82,0.3732,0.9996,1.0630,0.7608,0.000013
83,0.3745,1.0000,1.0658,0.7631,0.000013
84,0.3758,0.9996,1.0597,0.7631,0.000012
85,0.3726,1.0000,1.0688,0.7665,0.000012
86,0.3750,0.9985,1.0525,0.7699,0.000012
87,0.3731,1.0000,1.0573,0.7677,0.000011
88,0.3739,0.9992,1.0712,0.7677,0.000011
89,0.3740,0.9996,1.0626,0.7677,0.000011
90,0.3768,0.9985,1.0626,0.7733,0.000010
91,0.3729,0.9996,1.0703,0.7677,0.000010
92,0.3716,0.9996,1.0629,0.7756,0.000010
93,0.3720,1.0000,1.0727,0.7677,0.000010
94,0.3718,0.9992,1.0646,0.7711,0.000009
95,0.3726,1.0000,1.0837,0.7677,0.000009
96,0.3731,0.9989,1.0550,0.7711,0.000009
97,0.3720,1.0000,1.0717,0.7677,0.000008
98,0.3705,1.0000,1.0717,0.7654,0.000008
99,0.3714,1.0000,1.0696,0.7677,0.000008
