epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.0859,0.1044,2.9038,0.1959,0.000100
2,2.8162,0.2012,2.6538,0.2585,0.000100
3,2.5862,0.2718,2.4024,0.3212,0.000100
4,2.3577,0.3170,2.1860,0.3713,0.000100
5,2.1505,0.3751,2.0051,0.4191,0.000100
6,1.8179,0.4533,1.6064,0.5000,0.000030
7,1.4646,0.5737,1.3840,0.5900,0.000030
8,1.2686,0.6526,1.2487,0.6230,0.000030
9,1.1350,0.7062,1.1731,0.6538,0.000030
10,1.0199,0.7453,1.1119,0.6834,0.000030
11,0.9349,0.7969,1.0337,0.7107,0.000030
12,0.8519,0.8318,1.0018,0.7210,0.000030
13,0.7671,0.8724,0.9514,0.7415,0.000030
14,0.7058,0.8926,0.9513,0.7403,0.000029
15,0.6513,0.9229,0.8951,0.7722,0.000029
16,0.5992,0.9442,0.8801,0.7699,0.000029
17,0.5523,0.9609,0.8986,0.7620,0.000029
18,0.5173,0.9723,0.8795,0.7847,0.000029
19,0.4910,0.9761,0.9093,0.7779,0.000029
20,0.4596,0.9829,0.9149,0.7563,0.000029
21,0.4361,0.9913,0.9478,0.7540,0.000029
22,0.4229,0.9954,0.9006,0.7813,0.000029
23,0.4117,0.9954,0.8915,0.7779,0.000028
24,0.4039,0.9977,0.8923,0.7859,0.000028
25,0.3940,0.9985,0.9055,0.7882,0.000028
26,0.3861,0.9996,0.8972,0.7859,0.000028
27,0.3834,0.9992,0.9117,0.7904,0.000028
28,0.3790,0.9996,0.8965,0.7859,0.000028
29,0.3755,1.0000,0.9055,0.7870,0.000027
30,0.3735,0.9996,0.9023,0.7916,0.000027
31,0.3712,1.0000,0.9360,0.7904,0.000027
32,0.3695,1.0000,0.9270,0.7950,0.000027
33,0.3683,0.9996,0.9229,0.7927,0.000027
34,0.3743,0.9985,0.9590,0.7790,0.000026
35,0.3772,0.9973,0.9835,0.7836,0.000026
36,0.4002,0.9905,0.9904,0.7654,0.000026
37,0.3761,0.9985,0.9846,0.7722,0.000026
38,0.3681,0.9992,0.9845,0.7688,0.000026
39,0.3651,0.9996,0.9602,0.7859,0.000025
40,0.3630,1.0000,0.9574,0.7756,0.000025
41,0.3622,1.0000,0.9583,0.7802,0.000025
42,0.3616,1.0000,0.9543,0.7904,0.000025
43,0.3610,1.0000,0.9466,0.7870,0.000024
44,0.3600,1.0000,0.9472,0.7927,0.000024
45,0.3594,1.0000,0.9617,0.7882,0.000024
46,0.3594,1.0000,0.9654,0.7882,0.000024
47,0.3590,1.0000,0.9624,0.7927,0.000023
48,0.3591,0.9996,0.9778,0.7802,0.000023
49,0.3585,1.0000,0.9695,0.7802,0.000023
50,0.3579,1.0000,0.9603,0.7950,0.000023
51,0.3568,1.0000,0.9860,0.7882,0.000022
52,0.3571,1.0000,0.9705,0.7904,0.000022
53,0.3569,1.0000,0.9780,0.7847,0.000022
54,0.3564,1.0000,0.9608,0.7938,0.000021
55,0.3558,1.0000,0.9726,0.7927,0.000021
56,0.3624,0.9977,0.9906,0.7859,0.000021
57,0.3763,0.9958,1.0487,0.7642,0.000021
