epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.0846,0.1036,3.0042,0.1572,0.000100
2,2.9574,0.1526,2.8788,0.2050,0.000100
3,2.8225,0.2137,2.7525,0.2255,0.000100
4,2.7053,0.2498,2.6345,0.2472,0.000100
5,2.5775,0.2844,2.5254,0.2540,0.000100
6,2.1818,0.3459,1.8948,0.3759,0.000030
7,1.7146,0.5072,1.5868,0.5467,0.000030
8,1.4016,0.6188,1.3239,0.6287,0.000030
9,1.1807,0.7027,1.1888,0.6743,0.000030
10,1.0325,0.7551,1.0829,0.6948,0.000030
11,0.9103,0.7980,1.0173,0.7164,0.000030
12,0.8132,0.8500,1.0033,0.7358,0.000030
13,0.7518,0.8645,1.0002,0.7335,0.000030
14,0.6816,0.8891,0.9533,0.7426,0.000029
15,0.6283,0.9214,0.9134,0.7688,0.000029
16,0.5843,0.9453,0.9122,0.7722,0.000029
17,0.5524,0.9522,0.9430,0.7517,0.000029
18,0.5233,0.9613,0.9595,0.7654,0.000029
19,0.4919,0.9700,0.9045,0.7825,0.000029
20,0.4867,0.9696,0.9374,0.7688,0.000029
21,0.4614,0.9803,0.9257,0.7961,0.000029
22,0.4483,0.9825,0.8993,0.7961,0.000029
23,0.4400,0.9818,0.9582,0.7665,0.000028
24,0.4339,0.9890,0.9277,0.7813,0.000028
25,0.4308,0.9860,0.9495,0.7756,0.000028
26,0.4138,0.9962,0.9388,0.7711,0.000028
27,0.4110,0.9932,0.9577,0.7813,0.000028
28,0.4157,0.9920,0.9464,0.7722,0.000028
29,0.4150,0.9905,0.9464,0.7938,0.000027
30,0.4070,0.9939,0.9576,0.7790,0.000027
31,0.4003,0.9954,0.9564,0.7938,0.000027
32,0.3996,0.9958,0.9572,0.7870,0.000027
33,0.3930,0.9985,0.9387,0.8007,0.000027
34,0.3930,0.9973,0.9307,0.7995,0.000026
35,0.3984,0.9932,0.9584,0.7847,0.000026
36,0.3920,0.9966,0.9267,0.8030,0.000026
37,0.4019,0.9924,0.9973,0.7711,0.000026
38,0.4009,0.9932,1.0126,0.7768,0.000026
39,0.3990,0.9947,0.9571,0.7904,0.000025
40,0.3870,0.9989,0.9551,0.8007,0.000025
41,0.3836,0.9981,0.9683,0.7995,0.000025
42,0.3830,0.9992,0.9994,0.7802,0.000025
43,0.3843,0.9973,0.9969,0.7859,0.000024
44,0.3830,0.9977,1.0083,0.7779,0.000024
45,0.3845,0.9970,0.9840,0.7847,0.000024
46,0.3834,0.9977,0.9763,0.7927,0.000024
47,0.3782,0.9989,0.9594,0.7802,0.000023
48,0.3782,0.9989,0.9562,0.7859,0.000023
49,0.3778,0.9977,0.9953,0.7893,0.000023
50,0.3849,0.9970,0.9995,0.7779,0.000023
51,0.3818,0.9981,0.9977,0.7893,0.000022
52,0.3873,0.9954,0.9742,0.7870,0.000022
53,0.3808,0.9977,0.9538,0.7961,0.000022
54,0.3758,0.9989,0.9179,0.8052,0.000021
55,0.3780,0.9973,0.9527,0.7950,0.000021
56,0.3874,0.9932,0.9896,0.7756,0.000021
57,0.3781,0.9977,0.9550,0.7893,0.000021
58,0.3762,0.9977,0.9421,0.7927,0.000020
59,0.3773,0.9985,0.9787,0.7825,0.000020
60,0.3743,0.9985,0.9531,0.7927,0.000020
61,0.3733,0.9989,0.9718,0.7847,0.000019
62,0.3722,0.9985,0.9828,0.7847,0.000019
63,0.3698,0.9981,0.9795,0.7756,0.000019
64,0.3704,0.9992,0.9775,0.7859,0.000018
65,0.3733,0.9981,0.9900,0.7882,0.000018
66,0.3676,0.9996,0.9403,0.8030,0.000018
67,0.3663,1.0000,0.9513,0.8030,0.000018
68,0.3686,0.9992,0.9491,0.8007,0.000017
69,0.3658,0.9992,0.9621,0.8007,0.000017
70,0.3645,1.0000,0.9488,0.7973,0.000017
71,0.3635,1.0000,0.9413,0.8064,0.000016
72,0.3669,0.9985,0.9615,0.7916,0.000016
73,0.3673,0.9989,0.9805,0.7882,0.000016
74,0.3756,0.9966,0.9733,0.7961,0.000015
75,0.3645,0.9992,0.9836,0.7938,0.000015
76,0.3637,0.9996,0.9693,0.7950,0.000015
77,0.3690,0.9977,0.9522,0.7938,0.000014
78,0.3661,0.9981,0.9310,0.7961,0.000014
79,0.3638,0.9996,0.9732,0.7995,0.000014
80,0.3634,0.9996,0.9665,0.7973,0.000013
81,0.3633,0.9996,0.9463,0.7961,0.000013
82,0.3624,0.9996,0.9666,0.7938,0.000013
83,0.3624,0.9992,0.9712,0.7904,0.000013
84,0.3671,0.9985,1.0142,0.7768,0.000012
85,0.3674,0.9966,0.9802,0.7847,0.000012
86,0.3623,0.9996,0.9664,0.7927,0.000012
87,0.3624,0.9992,0.9695,0.7916,0.000011
88,0.3600,1.0000,0.9563,0.7893,0.000011
89,0.3609,0.9996,0.9734,0.7961,0.000011
90,0.3613,1.0000,0.9437,0.7961,0.000010
91,0.3609,0.9996,0.9574,0.7870,0.000010
92,0.3589,1.0000,0.9662,0.7916,0.000010
93,0.3600,1.0000,0.9588,0.7938,0.000010
94,0.3607,0.9992,0.9585,0.7927,0.000009
95,0.3631,0.9985,0.9539,0.7927,0.000009
96,0.3601,0.9996,0.9587,0.7870,0.000009
